보증금,월세,전용면적,해당층,총층,방수,욕실수,총주차대수,관리비,결측치개수,전용면적_가격_비율,매물_등록_경과일,매물확인방식_전화확인,매물확인방식_현장확인,방향_남서향,방향_남향,방향_동향,방향_북동향,방향_북서향,방향_북향,방향_서향,주차가능여부_불가능,계절_겨울,계절_봄,계절_여름,매물_HC_2,매물_HC_3,매물_HC_4,매물_HC_5,매물_HC_6,지역_KMedoids_1,지역_KMedoids_2,지역_KMedoids_3,지역_KMedoids_4,지역_KMedoids_5,지역_KMedoids_6,지역_KMedoids_7,지역_KMedoids_8,지역_KMedoids_9,지역_KMedoids_10
9350.0,55.0,22.03,2.0,19.0,1.0,1.0,28.0,6,0,0.0002961445379538354,97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15850.0,25.0,22.41,12.0,12.0,1.0,1.0,36.0,14,0,0.00010979776097027438,211,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7800.0,66.0,23.17,11.0,15.0,1.0,1.0,14.0,0,0,0.00036519371866803886,298,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9550.0,60.0,19.37,2.0,2.0,2.0,2.0,13.0,5,0,0.00035138269088864677,210,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1300.0,40.0,33.79,7.0,12.0,1.0,1.0,40.0,6,0,0.0010471919320691146,378,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9800.0,6.0,17.5,3.0,6.0,1.0,1.0,5.0,0,0,3.498542274052478e-05,115,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12250.0,58.0,27.36,4.0,10.0,1.0,1.0,18.0,8,1,0.00019692087361260292,140,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15700.0,57.0,39.09,2.0,6.0,2.0,1.0,1.0,0,0,9.287728954739429e-05,75,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10100.0,57.0,17.5,6.0,9.0,1.0,1.0,5.0,10,0,0.00037906647807637905,340,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9250.0,27.0,17.5,6.0,11.0,1.0,1.0,40.0,7,0,0.00021003861003861005,369,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9350.0,67.0,17.5,7.0,7.0,1.0,1.0,1.0,3,0,0.000427807486631016,148,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34050.0,17.0,21.14,3.0,6.0,1.0,1.0,17.0,0,1,2.3617113794200473e-05,197,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11400.0,29.0,26.4,2.0,3.0,1.0,1.0,17.0,0,1,9.635832004253058e-05,100,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1550.0,29.0,22.56,1.0,3.0,1.0,1.0,30.0,9,0,0.0010867078471745598,150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2200.0,43.0,19.74,5.0,5.0,1.0,1.0,18.0,10,0,0.00122041079487888,260,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37250.0,24.0,17.94,8.0,8.0,2.0,1.0,45.0,0,0,3.591389643330116e-05,368,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2450.0,37.0,25.44,2.0,3.0,1.0,1.0,5.0,0,0,0.0005936336798870492,183,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11150.0,16.0,36.77,6.0,7.0,2.0,1.0,46.0,11,0,6.5855987589805e-05,283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32500.0,10.0,32.52,9.0,11.0,1.0,1.0,6.0,0,0,9.46163307786924e-06,295,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1350.0,29.0,23.14,4.0,11.0,1.0,1.0,8.0,6,0,0.001120394378821345,321,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9550.0,42.0,22.59,2.0,3.0,1.0,1.0,17.0,3,1,0.0002085897248701529,147,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1800.0,24.0,17.5,2.0,13.0,1.0,1.0,21.0,5,0,0.0009206349206349207,288,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11200.0,13.0,19.8,4.0,8.0,1.0,1.0,5.0,9,1,9.92063492063492e-05,89,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33950.0,45.0,31.77,4.0,7.0,2.0,1.0,17.0,8,2,4.913815842234989e-05,113,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33550.0,72.0,17.5,16.0,21.0,1.0,1.0,166.0,11,0,0.00014136682989142004,275,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16500.0,36.0,28.52,5.0,5.0,2.0,1.0,17.0,0,1,7.650133877342854e-05,358,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2250.0,48.0,30.1,7.0,21.0,1.0,1.0,28.0,11,0,0.0008711701734957549,275,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35650.0,53.0,36.15,2.0,3.0,2.0,1.0,17.0,0,1,4.112520101881866e-05,61,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8200.0,63.0,33.05,3.0,4.0,2.0,1.0,17.0,0,1,0.0002324637467252131,123,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15950.0,7.0,21.19,3.0,5.0,1.0,1.0,45.0,5,0,3.550500694566698e-05,416,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37400.0,68.0,26.25,3.0,7.0,1.0,1.0,4.0,2,0,7.130124777183601e-05,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34100.0,63.0,26.25,3.0,7.0,1.0,1.0,4.0,14,0,8.60215053763441e-05,138,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40750.0,18.0,17.5,4.0,4.0,2.0,1.0,48.0,1,0,2.66432953549518e-05,252,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2150.0,18.0,17.5,9.0,10.0,1.0,1.0,16.0,8,0,0.0006910299003322259,161,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17350.0,50.0,18.54,4.0,5.0,1.0,1.0,2.0,13,0,0.00019585350158081755,419,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600.0,13.0,41.8,5.0,7.0,2.0,1.0,8.0,13,0,0.0010366826156299842,437,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6900.0,27.0,21.72,2.0,2.0,1.0,1.0,6.0,8,0,0.00023353884751915017,72,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2500.0,27.0,29.98,7.0,8.0,2.0,1.0,6.0,0,0,0.0003602401601067378,108,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2800.0,72.0,28.76,15.0,19.0,1.0,1.0,38.0,12,0,0.001043115438108484,266,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8850.0,16.0,27.51,6.0,7.0,2.0,1.0,19.0,8,0,9.857740482659618e-05,179,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1700.0,17.0,19.83,3.0,4.0,1.0,1.0,17.0,8,1,0.0007415976980807452,162,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35900.0,14.0,25.58,4.0,7.0,2.0,1.0,4.0,8,1,2.3956738486064803e-05,39,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32950.0,56.0,22.91,5.0,19.0,1.0,1.0,44.0,5,0,8.080706386208751e-05,154,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3250.0,46.0,19.08,2.0,7.0,1.0,1.0,6.0,0,0,0.0007418158361554588,165,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11650.0,48.0,25.29,6.0,19.0,2.0,2.0,47.0,0,0,0.000162917029411615,392,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1900.0,63.0,46.41,4.0,6.0,2.0,1.0,10.0,0,0,0.000714455822814956,141,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10500.0,16.0,17.5,12.0,20.0,1.0,1.0,4.0,0,0,8.70748299319728e-05,185,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1400.0,7.0,29.98,7.0,8.0,2.0,1.0,17.0,1,1,0.0001906032593157343,87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1050.0,61.0,19.83,2.0,3.0,1.0,1.0,17.0,0,1,0.0029296640491799347,164,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18150.0,35.0,26.44,2.0,3.0,2.0,1.0,17.0,3,1,7.918547321655559e-05,168,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11000.0,6.0,35.98,17.0,21.0,1.0,1.0,10.0,8,0,3.537318712415989e-05,357,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14250.0,12.0,34.29,2.0,5.0,1.0,1.0,45.0,0,0,2.45583337170573e-05,435,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7550.0,32.0,24.01,4.0,10.0,2.0,1.0,8.0,20,1,0.00028685619402511644,250,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1700.0,56.0,17.5,14.0,14.0,1.0,1.0,104.0,2,0,0.0019495798319327732,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9700.0,13.0,26.09,4.0,17.0,1.0,1.0,37.0,5,0,7.112572261758465e-05,160,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36650.0,29.0,17.5,7.0,9.0,1.0,1.0,8.0,3,0,4.989280841941142e-05,373,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33950.0,31.0,22.75,9.0,9.0,1.0,1.0,17.0,0,0,4.013659389211672e-05,54,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2600.0,34.0,30.63,9.0,16.0,1.0,1.0,20.0,0,0,0.00042693186669680305,361,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19450.0,57.0,24.79,2.0,4.0,1.0,1.0,38.0,1,0,0.00012029064709109218,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8400.0,29.0,17.5,3.0,5.0,1.0,1.0,1.0,5,0,0.0002312925170068027,70,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38800.0,43.0,22.8,3.0,14.0,1.0,1.0,16.0,9,0,5.878097305118466e-05,292,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9850.0,23.0,18.87,9.0,16.0,1.0,1.0,54.0,10,0,0.00017754392194523576,157,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10500.0,61.0,17.5,11.0,13.0,1.0,1.0,14.0,5,0,0.0003591836734693878,512,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600.0,74.0,34.52,15.0,19.0,1.0,1.0,41.0,0,0,0.0035728080339899573,50,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1950.0,71.0,18.24,4.0,4.0,1.0,1.0,2.0,3,1,0.0020805218173639227,87,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
950.0,46.0,28.59,18.0,19.0,1.0,1.0,45.0,4,0,0.0018409086725207561,272,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32800.0,49.0,43.12,6.0,14.0,1.0,1.0,16.0,3,0,3.676636951898276e-05,355,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18450.0,57.0,30.4,11.0,11.0,1.0,1.0,24.0,1,0,0.00010340892882613037,39,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11900.0,10.0,17.5,6.0,17.0,2.0,1.0,99.0,0,0,4.8019207683073235e-05,123,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1350.0,43.0,17.5,8.0,9.0,1.0,1.0,4.0,20,0,0.0026666666666666666,116,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1800.0,0.0,17.5,4.0,17.0,1.0,1.0,99.0,0,1,0.0,291,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19600.0,9.0,30.87,2.0,11.0,1.0,1.0,15.0,12,0,3.470776065528252e-05,491,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1250.0,45.0,31.09,7.0,9.0,1.0,1.0,38.0,6,0,0.0013123190736571246,15,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10250.0,13.0,31.4,4.0,10.0,1.0,1.0,4.0,11,0,7.456889855522759e-05,367,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8900.0,44.0,18.9,5.0,6.0,1.0,1.0,17.0,7,1,0.0003031924380238987,166,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18750.0,11.0,45.14,12.0,13.0,1.0,1.0,50.0,10,0,2.481169694284448e-05,332,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14600.0,10.0,29.7,5.0,6.0,2.0,1.0,17.0,1,1,2.536783358701167e-05,146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18400.0,49.0,34.64,1.0,4.0,1.0,1.0,18.0,11,0,9.413595742544431e-05,446,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11800.0,30.0,39.15,14.0,17.0,1.0,1.0,43.0,9,0,8.442106630300669e-05,86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14250.0,20.0,40.31,4.0,6.0,2.0,1.0,26.0,0,0,3.481788072264511e-05,173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18550.0,10.0,29.7,5.0,5.0,1.0,1.0,17.0,0,1,1.8150961547187966e-05,330,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10950.0,44.0,25.56,7.0,10.0,2.0,1.0,32.0,7,0,0.00018221964970952043,209,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15050.0,30.0,21.49,4.0,7.0,2.0,2.0,38.0,18,0,0.00014841176225054072,521,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2500.0,69.0,26.57,8.0,15.0,1.0,1.0,18.0,10,0,0.0011893112532931878,483,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18550.0,65.0,25.25,5.0,10.0,1.0,1.0,35.0,3,0,0.0001451789383790131,177,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
33800.0,36.0,40.31,3.0,6.0,2.0,1.0,26.0,0,0,2.6422444986267664e-05,142,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34100.0,65.0,29.56,4.0,6.0,1.0,1.0,18.0,3,0,6.746058516105223e-05,466,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17900.0,19.0,22.2,4.0,8.0,1.0,1.0,3.0,8,0,6.794504001207913e-05,77,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37050.0,46.0,19.1,6.0,9.0,1.0,1.0,4.0,17,0,8.902643237170655e-05,240,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2300.0,63.0,33.96,10.0,18.0,1.0,1.0,24.0,8,0,0.0009089977979208275,400,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1550.0,36.0,36.84,20.0,21.0,1.0,1.0,45.0,3,0,0.0006829883366607124,109,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9400.0,55.0,29.92,4.0,7.0,2.0,1.0,6.0,5,0,0.00021333485038115823,364,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14250.0,65.0,31.84,2.0,3.0,1.0,1.0,18.0,5,0,0.00015428017279379354,225,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37250.0,56.0,49.5,3.0,4.0,2.0,1.0,4.0,0,0,3.0370822317131044e-05,137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2950.0,19.0,33.3,7.0,7.0,1.0,1.0,49.0,3,0,0.00022395276632564771,472,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8000.0,58.0,18.24,4.0,4.0,1.0,1.0,2.0,10,1,0.00046600877192982465,76,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32500.0,39.0,17.5,5.0,6.0,1.0,1.0,17.0,8,1,8.263736263736263e-05,152,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
950.0,54.0,19.91,1.0,7.0,1.0,1.0,34.0,5,0,0.003119300007930424,257,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7600.0,70.0,24.46,9.0,18.0,1.0,1.0,21.0,5,0,0.00040345139217627055,210,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19150.0,66.0,29.89,4.0,6.0,2.0,1.0,8.0,0,0,0.00011530529260028284,73,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16050.0,11.0,42.32,4.0,14.0,1.0,1.0,7.0,0,0,1.6194665771543325e-05,405,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15200.0,33.0,20.15,16.0,18.0,1.0,1.0,34.0,5,0,0.00012406947890818859,148,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16600.0,50.0,27.16,5.0,8.0,1.0,1.0,15.0,20,0,0.00015526021612222084,480,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16150.0,66.0,25.18,2.0,4.0,2.0,2.0,15.0,6,0,0.00017705338897400019,260,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
700.0,5.0,36.84,3.0,3.0,2.0,1.0,17.0,0,1,0.00019388863037071504,339,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2750.0,45.0,39.67,5.0,6.0,2.0,1.0,5.0,6,0,0.0004674931823910901,24,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2800.0,41.0,26.16,1.0,3.0,1.0,1.0,44.0,0,0,0.000559742245522062,534,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38350.0,15.0,21.49,2.0,5.0,1.0,1.0,7.0,20,0,4.246843533543694e-05,39,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8000.0,14.0,22.7,3.0,8.0,1.0,1.0,4.0,7,0,0.0001156387665198238,127,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16850.0,57.0,21.82,16.0,20.0,1.0,1.0,37.0,8,0,0.00017679041088811343,27,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12350.0,13.0,37.96,6.0,21.0,1.0,1.0,43.0,12,0,5.332696253887536e-05,421,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34050.0,66.0,37.85,4.0,9.0,2.0,1.0,3.0,10,0,5.896992727688902e-05,381,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10600.0,33.0,18.99,4.0,19.0,2.0,1.0,8.0,1,0,0.00016890717060617804,325,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8300.0,74.0,19.68,4.0,6.0,1.0,1.0,8.0,2,0,0.0004652757370947204,170,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2100.0,9.0,40.89,6.0,6.0,1.0,1.0,11.0,9,0,0.0002096216329525207,144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9300.0,60.0,35.39,4.0,7.0,2.0,1.0,4.0,0,1,0.0001823004493706077,305,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14600.0,41.0,21.81,2.0,17.0,1.0,1.0,30.0,3,0,0.0001381796712580003,354,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1550.0,51.0,23.14,2.0,3.0,1.0,1.0,1.0,2,0,0.0014776814341874145,168,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16150.0,38.0,19.83,3.0,4.0,1.0,1.0,17.0,8,1,0.00014363576468090223,156,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13650.0,64.0,19.83,7.0,7.0,1.0,1.0,3.0,5,0,0.00025491402193368915,131,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11200.0,14.0,24.62,3.0,9.0,1.0,1.0,10.0,0,0,5.077173030056864e-05,153,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19150.0,16.0,17.5,4.0,16.0,1.0,1.0,17.0,9,2,7.459903021260723e-05,170,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33950.0,58.0,19.29,4.0,14.0,1.0,1.0,2.0,4,0,9.467159264340647e-05,435,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37300.0,10.0,38.59,3.0,6.0,2.0,1.0,4.0,9,0,1.3199880228455188e-05,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33650.0,74.0,34.45,6.0,6.0,1.0,1.0,17.0,0,1,6.383478866587448e-05,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40650.0,45.0,46.35,5.0,6.0,2.0,1.0,26.0,0,0,2.3883733982970897e-05,329,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12700.0,62.0,19.83,4.0,4.0,1.0,1.0,17.0,0,1,0.00024618707835499386,112,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17700.0,16.0,34.77,16.0,18.0,1.0,1.0,38.0,5,0,3.412253891188098e-05,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
950.0,67.0,43.54,3.0,7.0,2.0,1.0,1.0,14,0,0.0019582718855015355,106,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
