ID,매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,중개사무소,제공플랫폼,게재일,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,보증금_월세관리비_비율,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
TRAIN_1062,전화확인,9400.0,64.0,22.87,8.0,18.0,동향,1.0,1.0,가능,22.0,0,G52Iz8V2B9,C플랫폼,2025-03-02,0,3,2,64.0,0.006808510638297872,0.0002977048814297277,0,5,봄,1
TRAIN_1064,전화확인,40200.0,10.0,25.29,6.0,6.0,남서향,1.0,1.0,가능,8.0,1,g99sy3I3R8,A플랫폼,2024-12-24,0,3,2,11.0,0.0002736318407960199,1.0819764365204426e-05,10,5,겨울,69
TRAIN_1066,서류확인,7550.0,57.0,26.24,3.0,6.0,동향,1.0,1.0,가능,48.0,3,G52Iz8V2B9,B플랫폼,2025-01-28,0,3,2,60.0,0.007947019867549669,0.0003028589888547892,0,5,겨울,34
TRAIN_1068,현장확인,33950.0,22.0,32.59,3.0,9.0,서향,1.0,1.0,가능,9.0,11,g11ci7P5V1,C플랫폼,2024-10-25,0,1,2,33.0,0.0009720176730486008,2.9825642008241813e-05,5,10,가을,129
TRAIN_1069,전화확인,15800.0,16.0,17.5,4.0,4.0,동향,1.0,1.0,불가능,1.0,0,S14na8Q8K2,A플랫폼,2024-10-15,0,2,2,16.0,0.0010126582278481013,5.786618444846293e-05,5,6,가을,139
TRAIN_1070,서류확인,550.0,75.0,29.91,9.0,16.0,남향,1.0,1.0,가능,23.0,10,G52Iz8V2B9,G플랫폼,2024-03-10,0,1,2,85.0,0.15454545454545454,0.005167016200115498,9,6,봄,358
TRAIN_1071,현장확인,9550.0,32.0,36.21,6.0,13.0,남동향,1.0,1.0,가능,13.0,14,G52Iz8V2B9,B플랫폼,2023-12-01,0,1,2,46.0,0.0048167539267015705,0.0001330227541204521,5,10,겨울,458
TRAIN_1072,현장확인,8000.0,67.0,26.44,3.0,4.0,서향,1.0,1.0,불가능,4.0,5,J34zf6Z7T0,J플랫폼,2023-11-03,1,3,2,72.0,0.009,0.000340393343419062,0,5,가을,486
TRAIN_1073,현장확인,16400.0,31.0,33.96,2.0,20.0,동향,1.0,1.0,가능,44.0,8,G52Iz8V2B9,C플랫폼,2023-10-23,0,1,2,39.0,0.002378048780487805,7.002499353615444e-05,5,10,가을,497
TRAIN_1075,현장확인,32150.0,62.0,28.25,1.0,4.0,남동향,1.0,1.0,불가능,29.0,9,G52Iz8V2B9,A플랫폼,2025-01-30,0,3,2,71.0,0.002208398133748056,7.817338526541791e-05,2,5,겨울,32
TRAIN_1076,서류확인,12550.0,53.0,24.41,9.0,19.0,동향,1.0,1.0,가능,17.0,9,G52Iz8V2B9,C플랫폼,2024-03-02,0,3,2,62.0,0.004940239043824702,0.0002023858682435355,1,5,봄,366
TRAIN_1078,현장확인,11600.0,54.0,29.82,2.0,2.0,남향,2.0,1.0,불가능,17.0,0,s11Rw6E5E2,A플랫폼,2024-09-08,0,6,0,54.0,0.004655172413793103,0.00015610906820231733,4,8,가을,176
TRAIN_1079,현장확인,15700.0,48.0,32.62,2.0,4.0,동향,2.0,1.0,불가능,17.0,2,A72Mx9C8U2,B플랫폼,2024-11-12,0,6,0,50.0,0.0031847133757961785,9.763069821570137e-05,4,8,가을,111
TRAIN_1080,서류확인,40250.0,28.0,31.01,4.0,4.0,서향,1.0,1.0,가능,1.0,2,k52HR5N1Z1,C플랫폼,2024-06-10,0,1,2,30.0,0.0007453416149068323,2.4035524505218713e-05,5,10,여름,266
TRAIN_1081,현장확인,1700.0,34.0,17.5,1.0,14.0,남향,2.0,1.0,불가능,10.0,16,G52Iz8V2B9,B플랫폼,2024-07-29,0,6,0,50.0,0.029411764705882353,0.001680672268907563,6,4,여름,217
TRAIN_1082,현장확인,1450.0,10.0,40.89,6.0,6.0,동향,1.0,1.0,가능,11.0,7,U32BI2S7X3,E플랫폼,2024-10-05,0,1,2,17.0,0.011724137931034483,0.0002867238427741375,3,10,가을,149
TRAIN_1083,서류확인,9200.0,25.0,25.56,7.0,10.0,동향,2.0,1.0,가능,1.0,6,A72Mx9C8U2,B플랫폼,2024-08-04,0,6,0,31.0,0.0033695652173913043,0.0001318296250935565,4,8,여름,211
TRAIN_1086,현장확인,11600.0,15.0,17.5,8.0,11.0,남향,1.0,1.0,가능,44.0,15,H90uE4C0W5,A플랫폼,2024-11-13,0,2,2,30.0,0.002586206896551724,0.00014778325123152708,5,6,가을,110
TRAIN_1088,현장확인,11050.0,59.0,40.75,18.0,18.0,서향,1.0,1.0,불가능,14.0,2,G52Iz8V2B9,A플랫폼,2024-06-21,0,1,2,61.0,0.005520361990950226,0.00013546900591288898,5,10,여름,255
TRAIN_1089,서류확인,36650.0,65.0,19.8,3.0,6.0,동향,1.0,1.0,가능,17.0,4,b47Pi9K2Q5,B플랫폼,2024-10-16,0,2,2,69.0,0.001882673942701228,9.508454256066808e-05,5,6,가을,138
TRAIN_1090,현장확인,2750.0,47.0,18.85,11.0,17.0,동향,1.0,1.0,불가능,31.0,0,G52Iz8V2B9,A플랫폼,2024-07-22,0,2,2,47.0,0.01709090909090909,0.0009066795273691825,8,6,여름,224
TRAIN_1091,현장확인,18900.0,2.0,30.73,3.0,6.0,남향,1.0,1.0,불가능,32.0,0,G52Iz8V2B9,A플랫폼,2024-01-20,0,1,2,2.0,0.00010582010582010582,3.4435439576995063e-06,5,10,겨울,408
TRAIN_1092,전화확인,2250.0,31.0,25.91,6.0,13.0,남서향,1.0,1.0,가능,6.0,7,G52Iz8V2B9,A플랫폼,2024-02-21,0,3,2,38.0,0.016888888888888887,0.0006518289806595479,8,5,겨울,376
TRAIN_1093,현장확인,17550.0,25.0,20.2,3.0,7.0,남동향,1.0,1.0,불가능,20.0,3,G52Iz8V2B9,A플랫폼,2023-11-27,0,2,2,28.0,0.0015954415954415955,7.8982257200079e-05,5,6,가을,462
TRAIN_1094,서류확인,17100.0,55.0,28.85,3.0,16.0,남동향,1.0,1.0,불가능,37.0,0,G52Iz8V2B9,A플랫폼,2024-03-27,0,1,2,55.0,0.003216374269005848,0.0001114861098442235,5,10,봄,341
TRAIN_1095,서류확인,13300.0,19.0,30.58,10.0,20.0,남향,1.0,1.0,가능,7.0,14,G52Iz8V2B9,D플랫폼,2024-11-08,0,1,2,33.0,0.002481203007518797,8.113809704116407e-05,5,10,가을,115
TRAIN_1096,서류확인,38200.0,10.0,17.5,10.0,16.0,남동향,1.0,1.0,가능,25.0,15,E65ar6O9X7,A플랫폼,2024-10-05,0,2,2,25.0,0.0006544502617801048,3.7397157816005985e-05,5,6,가을,149
TRAIN_1097,현장확인,40500.0,48.0,17.5,4.0,11.0,동향,1.0,1.0,가능,29.0,9,O55VW6U4R7,A플랫폼,2024-10-22,0,2,2,57.0,0.0014074074074074073,8.042328042328042e-05,5,6,가을,132
TRAIN_1098,현장확인,37900.0,23.0,23.6,5.0,6.0,남동향,2.0,1.0,가능,1.0,6,A72Mx9C8U2,B플랫폼,2024-11-24,0,6,0,29.0,0.0007651715039577836,3.242252135414337e-05,4,8,가을,99
TRAIN_1099,현장확인,33700.0,4.0,17.5,9.0,18.0,서향,1.0,1.0,가능,11.0,7,G52Iz8V2B9,A플랫폼,2023-12-29,0,2,2,11.0,0.0003264094955489614,1.8651971174226367e-05,5,6,겨울,430
TRAIN_1100,현장확인,12050.0,10.0,22.12,5.0,6.0,동향,1.0,1.0,불가능,17.0,12,Y92Kc9R0Q8,I플랫폼,2024-08-22,0,3,2,22.0,0.0018257261410788382,8.253734815003789e-05,2,5,여름,193
TRAIN_1101,현장확인,33850.0,25.0,21.01,7.0,7.0,동향,2.0,1.0,가능,32.0,2,G52Iz8V2B9,A플랫폼,2024-06-20,0,6,0,27.0,0.0007976366322008863,3.796461838176517e-05,4,8,여름,256
TRAIN_1102,현장확인,39700.0,74.0,18.1,3.0,4.0,남동향,1.0,1.0,가능,2.0,14,z54Fl0B2P9,A플랫폼,2024-08-14,0,2,2,88.0,0.002216624685138539,0.00012246545221759883,5,6,여름,201
TRAIN_1103,서류확인,3000.0,11.0,32.7,2.0,3.0,남서향,2.0,1.0,불가능,17.0,0,m75Dz8P6I7,B플랫폼,2024-12-03,0,6,0,11.0,0.0036666666666666666,0.00011213047910295616,4,8,겨울,90
TRAIN_1105,전화확인,15250.0,52.0,17.5,2.0,18.0,동향,1.0,1.0,불가능,9.0,7,G52Iz8V2B9,B플랫폼,2024-11-18,0,2,2,59.0,0.0038688524590163934,0.00022107728337236534,3,6,가을,105
TRAIN_1108,현장확인,10550.0,52.0,31.44,6.0,18.0,동향,1.0,1.0,불가능,40.0,7,G52Iz8V2B9,A플랫폼,2024-11-04,0,1,2,59.0,0.0055924170616113746,0.00017787586073827528,3,10,가을,119
TRAIN_1109,전화확인,8100.0,6.0,21.76,6.0,6.0,서향,2.0,1.0,가능,6.0,11,H90uE4C0W5,A플랫폼,2024-05-06,1,6,0,17.0,0.0020987654320987655,9.645061728395061e-05,4,8,봄,301
TRAIN_1110,전화확인,3250.0,29.0,19.83,5.0,8.0,동향,1.0,1.0,가능,8.0,8,M20VK3G8C9,A플랫폼,2024-08-26,0,2,2,37.0,0.011384615384615385,0.0005741107102680477,3,6,여름,189
TRAIN_1114,현장확인,37550.0,27.0,18.18,4.0,7.0,북동향,1.0,1.0,가능,2.0,15,Z68ZJ6F6L4,A플랫폼,2024-11-23,0,2,2,42.0,0.001118508655126498,6.152412844480188e-05,5,6,가을,100
TRAIN_1115,현장확인,36150.0,5.0,28.01,6.0,8.0,북서향,2.0,1.0,불가능,26.0,9,G52Iz8V2B9,C플랫폼,2023-10-07,0,6,0,14.0,0.00038727524204702627,1.382632067286777e-05,4,8,가을,513
TRAIN_1116,현장확인,1300.0,25.0,18.48,4.0,10.0,남서향,1.0,1.0,가능,28.0,0,y86qM5T6T6,A플랫폼,2024-10-02,0,2,2,25.0,0.019230769230769232,0.0010406260406260407,8,6,가을,152
TRAIN_1117,현장확인,33950.0,54.0,27.16,9.0,10.0,남동향,2.0,1.0,가능,20.0,21,z54Fl0B2P9,A플랫폼,2024-09-10,0,6,0,75.0,0.0022091310751104565,8.133766845031136e-05,4,8,가을,174
TRAIN_1118,현장확인,33200.0,57.0,46.41,4.0,6.0,동향,2.0,1.0,가능,10.0,5,c44yg1K7W7,A플랫폼,2024-10-11,0,5,0,62.0,0.0018674698795180724,4.0238523583668876e-05,4,3,가을,143
TRAIN_1120,전화확인,34450.0,25.0,26.66,4.0,9.0,남향,2.0,2.0,가능,41.0,1,G52Iz8V2B9,A플랫폼,2024-07-18,0,4,3,26.0,0.0007547169811320754,2.8308964033461194e-05,10,1,여름,228
TRAIN_1121,현장확인,9500.0,37.0,17.5,9.0,18.0,남향,1.0,1.0,가능,42.0,0,G52Iz8V2B9,A플랫폼,2023-11-01,0,2,2,37.0,0.0038947368421052633,0.00022255639097744362,3,6,가을,488
TRAIN_1122,현장확인,12400.0,19.0,29.97,5.0,7.0,남향,1.0,1.0,불가능,1.0,7,G52Iz8V2B9,C플랫폼,2024-03-07,0,1,2,26.0,0.002096774193548387,6.99624355538334e-05,5,10,봄,361
TRAIN_1123,현장확인,36150.0,53.0,29.92,4.0,7.0,동향,2.0,1.0,가능,6.0,10,S69fV9Z3J7,C플랫폼,2024-12-01,0,6,0,63.0,0.0017427385892116183,5.824661060199258e-05,4,8,겨울,92
TRAIN_1124,전화확인,39300.0,39.0,40.15,1.0,6.0,남동향,1.0,1.0,불가능,19.0,9,G52Iz8V2B9,H플랫폼,2025-02-21,0,1,2,48.0,0.0012213740458015267,3.0420275113363057e-05,5,10,겨울,10
TRAIN_1126,전화확인,8950.0,45.0,17.5,4.0,6.0,남향,1.0,1.0,가능,31.0,2,G52Iz8V2B9,B플랫폼,2023-12-25,0,2,2,47.0,0.005251396648044693,0.00030007980845969673,3,6,겨울,434
TRAIN_1127,서류확인,18200.0,7.0,36.19,2.0,3.0,북향,2.0,1.0,불가능,17.0,0,k52HR5N1Z1,C플랫폼,2024-09-24,0,6,0,7.0,0.0003846153846153846,1.0627670202138288e-05,4,8,가을,160
TRAIN_1128,현장확인,11250.0,27.0,17.5,11.0,18.0,남향,1.0,1.0,가능,42.0,0,G52Iz8V2B9,F플랫폼,2024-02-08,0,2,2,27.0,0.0024,0.00013714285714285713,5,6,겨울,389
TRAIN_1129,현장확인,12500.0,1.0,22.41,12.0,12.0,남동향,1.0,1.0,가능,1.0,9,s37cv8A6L4,A플랫폼,2024-10-07,0,3,2,10.0,0.0008,3.5698348951361e-05,10,5,가을,147
TRAIN_1130,전화확인,37800.0,34.0,27.88,4.0,14.0,남향,1.0,1.0,가능,15.0,0,G52Iz8V2B9,B플랫폼,2024-03-13,0,3,2,34.0,0.0008994708994708994,3.22622273841786e-05,10,5,봄,355
TRAIN_1131,전화확인,38950.0,19.0,30.72,12.0,17.0,동향,1.0,1.0,불가능,28.0,0,G52Iz8V2B9,G플랫폼,2024-03-25,0,1,2,19.0,0.0004878048780487805,1.5879065040650408e-05,5,10,봄,343
TRAIN_1132,현장확인,9000.0,12.0,31.63,2.0,14.0,남향,1.0,1.0,가능,25.0,10,G52Iz8V2B9,I플랫폼,2024-07-28,0,1,2,22.0,0.0024444444444444444,7.72824674184143e-05,5,10,여름,218
TRAIN_1134,서류확인,17850.0,67.0,21.88,4.0,6.0,서향,1.0,1.0,가능,8.0,8,i07Ja2R7A8,A플랫폼,2024-05-24,1,3,2,75.0,0.004201680672268907,0.00019203293748943818,1,5,봄,283
TRAIN_1135,서류확인,10850.0,49.0,20.3,7.0,9.0,남동향,2.0,2.0,불가능,22.0,5,G52Iz8V2B9,G플랫폼,2024-09-15,0,4,3,54.0,0.004976958525345622,0.00024517037070668086,1,1,가을,169
TRAIN_1137,서류확인,1650.0,10.0,17.5,4.0,7.0,서향,1.0,1.0,불가능,3.0,5,y86qM5T6T6,A플랫폼,2023-11-14,1,2,2,15.0,0.00909090909090909,0.0005194805194805195,3,6,가을,475
TRAIN_1138,현장확인,16050.0,44.0,26.66,6.0,7.0,동향,1.0,1.0,가능,11.0,3,G52Iz8V2B9,F플랫폼,2024-08-29,0,3,2,47.0,0.0029283489096573207,0.00010984054424821158,2,5,여름,186
TRAIN_1139,전화확인,1800.0,23.0,27.12,2.0,3.0,서향,1.0,1.0,불가능,20.0,0,G52Iz8V2B9,B플랫폼,2024-12-19,0,3,2,23.0,0.012777777777777779,0.0004711569977056703,0,5,겨울,74
TRAIN_1140,현장확인,8600.0,73.0,28.32,6.0,20.0,동향,1.0,1.0,불가능,13.0,1,G52Iz8V2B9,E플랫폼,2024-03-01,0,3,2,74.0,0.008604651162790697,0.00030383655235842856,0,5,봄,367
TRAIN_1141,현장확인,6650.0,46.0,21.5,7.0,8.0,남향,1.0,1.0,가능,17.0,10,D24eh4J3C3,H플랫폼,2024-11-11,0,3,2,56.0,0.008421052631578947,0.0003916768665850673,0,5,가을,112
TRAIN_1142,현장확인,1550.0,25.0,29.34,4.0,4.0,서향,2.0,2.0,가능,39.0,2,G52Iz8V2B9,B플랫폼,2023-12-08,0,4,1,27.0,0.017419354838709676,0.0005937067088858103,0,2,겨울,451
TRAIN_1143,현장확인,11900.0,7.0,24.04,11.0,21.0,북동향,1.0,1.0,불가능,8.0,0,G52Iz8V2B9,A플랫폼,2024-01-29,0,3,2,7.0,0.000588235294117647,2.4469022217872174e-05,10,5,겨울,399
TRAIN_1146,전화확인,15250.0,32.0,48.79,2.0,4.0,남서향,2.0,1.0,불가능,17.0,0,U93ap2F8Z1,C플랫폼,2024-04-30,1,5,0,32.0,0.002098360655737705,4.300800688128111e-05,4,3,봄,307
TRAIN_1147,전화확인,18650.0,60.0,21.23,4.0,8.0,남동향,1.0,1.0,가능,6.0,9,w94Qb4G0K5,B플랫폼,2024-12-17,0,3,2,69.0,0.003699731903485255,0.0001742690486804171,1,5,겨울,76
TRAIN_1149,서류확인,13450.0,39.0,17.5,16.0,17.0,동향,2.0,1.0,가능,49.0,11,G52Iz8V2B9,A플랫폼,2024-02-07,0,6,0,50.0,0.0037174721189591076,0.00021242697822623473,4,8,겨울,390
TRAIN_1150,전화확인,3150.0,24.0,31.31,10.0,13.0,남동향,2.0,2.0,불가능,26.0,5,G52Iz8V2B9,D플랫폼,2024-11-14,0,4,1,29.0,0.009206349206349206,0.00029403862045190697,0,2,가을,109
TRAIN_1151,현장확인,8800.0,19.0,35.52,3.0,4.0,남동향,1.0,1.0,가능,46.0,10,G52Iz8V2B9,E플랫폼,2024-06-12,0,1,2,29.0,0.0032954545454545454,9.277743652743652e-05,5,10,여름,264
TRAIN_1153,현장확인,19050.0,15.0,27.51,6.0,7.0,남서향,2.0,1.0,가능,19.0,0,r16Dr6Z7C3,G플랫폼,2024-08-14,0,6,0,15.0,0.0007874015748031496,2.8622376401423103e-05,4,8,여름,201
TRAIN_1154,전화확인,40250.0,30.0,23.1,4.0,5.0,남향,1.0,1.0,가능,590.0,10,N45gM0M7R0,E플랫폼,2024-12-21,0,3,2,40.0,0.0009937888198757764,4.302116103358339e-05,10,5,겨울,72
TRAIN_1155,현장확인,19250.0,32.0,26.8,6.0,14.0,북동향,1.0,1.0,가능,22.0,2,G52Iz8V2B9,C플랫폼,2023-10-29,0,3,2,34.0,0.0017662337662337662,6.590424500872262e-05,2,5,가을,491
TRAIN_1156,현장확인,2500.0,8.0,25.68,4.0,7.0,남향,2.0,1.0,가능,21.0,13,O63UL1A1D7,B플랫폼,2024-09-11,0,6,0,21.0,0.0084,0.0003271028037383177,4,8,가을,173
TRAIN_1157,현장확인,10750.0,26.0,24.01,4.0,10.0,북서향,2.0,1.0,가능,8.0,15,d24sj2E4L0,A플랫폼,2024-04-29,1,6,0,41.0,0.003813953488372093,0.00015884854178975814,4,8,봄,308
TRAIN_1160,현장확인,37800.0,53.0,21.49,2.0,5.0,북향,1.0,1.0,가능,7.0,2,f28iD1U4F3,B플랫폼,2024-09-20,0,3,2,55.0,0.001455026455026455,6.77071407643767e-05,2,5,가을,164
TRAIN_1161,서류확인,12450.0,74.0,29.05,14.0,14.0,동향,1.0,1.0,가능,24.0,1,G52Iz8V2B9,A플랫폼,2024-10-29,0,1,2,75.0,0.006024096385542169,0.00020736992721315557,3,10,가을,125
TRAIN_1163,현장확인,11950.0,36.0,33.12,5.0,19.0,남향,2.0,1.0,가능,48.0,6,G52Iz8V2B9,B플랫폼,2023-08-28,0,6,0,42.0,0.003514644351464435,0.00010611848887271846,4,8,여름,553
TRAIN_1164,현장확인,13850.0,37.0,21.14,3.0,7.0,남향,1.0,1.0,가능,7.0,15,z40LO7P9C9,F플랫폼,2024-12-15,0,3,2,52.0,0.003754512635379061,0.00017760230063287895,1,5,겨울,78
TRAIN_1165,현장확인,35250.0,68.0,29.54,15.0,19.0,남향,1.0,1.0,불가능,41.0,0,G52Iz8V2B9,B플랫폼,2024-08-25,0,1,2,68.0,0.0019290780141843972,6.530392735898433e-05,5,10,여름,190
TRAIN_1166,서류확인,13650.0,60.0,17.5,4.0,17.0,남동향,1.0,1.0,가능,99.0,12,y86qM5T6T6,A플랫폼,2024-10-13,0,2,2,72.0,0.005274725274725275,0.0003014128728414443,3,6,가을,141
TRAIN_1168,현장확인,2300.0,12.0,35.36,3.0,7.0,남동향,1.0,1.0,가능,6.0,0,n74bA7B3O7,G플랫폼,2024-11-18,0,1,2,12.0,0.0052173913043478265,0.00014755065905961047,5,10,가을,105
TRAIN_1169,서류확인,11100.0,20.0,28.25,17.0,17.0,동향,1.0,1.0,가능,11.0,2,G52Iz8V2B9,A플랫폼,2025-03-03,0,3,2,22.0,0.001981981981981982,7.01586542294507e-05,2,5,봄,0
TRAIN_1170,현장확인,14800.0,13.0,33.05,9.0,13.0,서향,1.0,1.0,불가능,11.0,0,G52Iz8V2B9,B플랫폼,2024-05-20,0,1,2,13.0,0.0008783783783783784,2.657725804473157e-05,5,10,봄,287
TRAIN_1171,현장확인,2700.0,51.0,17.5,4.0,4.0,동향,1.0,1.0,불가능,17.0,0,L43HH2L9R7,B플랫폼,2024-12-08,0,2,2,51.0,0.01888888888888889,0.0010793650793650793,8,6,겨울,85
TRAIN_1173,현장확인,8200.0,36.0,21.3,1.0,13.0,서향,1.0,1.0,불가능,17.0,15,G52Iz8V2B9,C플랫폼,2023-11-03,0,3,2,51.0,0.0062195121951219515,0.00029199587770525594,0,5,가을,486
TRAIN_1175,현장확인,36150.0,41.0,41.99,4.0,10.0,남서향,2.0,1.0,가능,34.0,0,r16Dr6Z7C3,G플랫폼,2024-09-28,0,5,0,41.0,0.0011341632088520054,2.7010316952893673e-05,4,3,가을,156
TRAIN_1176,현장확인,16200.0,36.0,17.5,8.0,10.0,남서향,1.0,1.0,가능,5.0,0,J52gJ2E4T6,C플랫폼,2024-11-02,0,2,2,36.0,0.0022222222222222222,0.00012698412698412698,5,6,가을,121
TRAIN_1177,전화확인,18100.0,16.0,40.03,1.0,3.0,남서향,2.0,1.0,불가능,1.0,1,G52Iz8V2B9,B플랫폼,2024-05-12,0,5,0,17.0,0.0009392265193370166,2.346306568416229e-05,4,3,봄,295
TRAIN_1178,현장확인,19300.0,35.0,37.12,2.0,4.0,남향,2.0,1.0,불가능,17.0,6,q01Dr2J6A9,A플랫폼,2024-03-09,0,6,0,41.0,0.0021243523316062177,5.7229319278184746e-05,4,8,봄,359
TRAIN_1179,현장확인,10350.0,62.0,37.07,6.0,16.0,남향,1.0,1.0,가능,48.0,6,G52Iz8V2B9,B플랫폼,2024-11-16,0,1,2,68.0,0.006570048309178744,0.0001772335664736645,3,10,가을,107
TRAIN_1180,전화확인,10400.0,75.0,30.14,1.0,5.0,북향,1.0,1.0,가능,44.0,4,G52Iz8V2B9,A플랫폼,2023-11-22,0,1,2,79.0,0.007596153846153846,0.00025202899290490533,3,10,가을,467
TRAIN_1181,전화확인,1700.0,24.0,40.89,6.0,6.0,동향,1.0,1.0,가능,17.0,8,w37Qk3B9D2,B플랫폼,2024-10-10,0,1,2,32.0,0.018823529411764704,0.00046034554687612384,8,9,가을,144
TRAIN_1182,현장확인,9850.0,15.0,17.5,4.0,17.0,남동향,1.0,1.0,가능,99.0,0,w85cb3W8U9,A플랫폼,2024-12-25,0,2,2,15.0,0.0015228426395939086,8.70195794053662e-05,5,6,겨울,68
TRAIN_1183,현장확인,2900.0,13.0,24.43,2.0,13.0,남서향,1.0,1.0,불가능,48.0,10,G52Iz8V2B9,A플랫폼,2023-10-21,0,3,2,23.0,0.007931034482758621,0.00032464324530325915,0,5,가을,499
TRAIN_1184,현장확인,35850.0,62.0,17.89,4.0,5.0,남향,2.0,2.0,불가능,26.0,7,G52Iz8V2B9,A플랫폼,2024-07-31,0,4,3,69.0,0.0019246861924686193,0.00010758447135095691,2,1,여름,215
TRAIN_1185,현장확인,40850.0,75.0,17.5,11.0,15.0,동향,1.0,1.0,가능,17.0,0,n12ez5E0F1,B플랫폼,2024-11-05,0,2,2,75.0,0.0018359853121175031,0.00010491344640671447,5,6,가을,118
TRAIN_1186,현장확인,17750.0,73.0,28.65,2.0,9.0,남서향,2.0,1.0,가능,19.0,2,G52Iz8V2B9,A플랫폼,2024-03-06,0,6,0,75.0,0.004225352112676056,0.00014748174913354473,4,8,봄,362
TRAIN_1188,현장확인,17500.0,17.0,39.67,5.0,6.0,북향,2.0,1.0,불가능,5.0,12,x81dK5X8Z0,B플랫폼,2023-12-05,1,5,0,29.0,0.0016571428571428572,4.1773200331304694e-05,4,3,겨울,454
TRAIN_1189,현장확인,1800.0,34.0,41.65,4.0,19.0,남향,1.0,1.0,불가능,36.0,4,G52Iz8V2B9,A플랫폼,2024-05-23,0,1,2,38.0,0.021111111111111112,0.0005068694144324397,8,9,봄,284
TRAIN_1190,서류확인,9300.0,18.0,41.8,4.0,7.0,남동향,2.0,1.0,가능,17.0,0,B14iW9I2Y0,D플랫폼,2024-09-04,0,5,0,18.0,0.001935483870967742,4.630344188918043e-05,4,3,가을,180
TRAIN_1193,현장확인,3150.0,39.0,17.5,4.0,21.0,서향,1.0,1.0,가능,166.0,11,z40LO7P9C9,F플랫폼,2024-06-03,1,2,2,50.0,0.015873015873015872,0.0009070294784580498,8,6,여름,273
TRAIN_1194,현장확인,15550.0,6.0,29.84,9.0,10.0,동향,2.0,1.0,가능,34.0,14,W16wO7Z4R5,C플랫폼,2024-12-04,0,6,0,20.0,0.0012861736334405145,4.310233356033896e-05,4,8,겨울,89
TRAIN_1195,현장확인,6900.0,56.0,19.07,3.0,4.0,동향,1.0,1.0,불가능,17.0,9,k52HR5N1Z1,C플랫폼,2024-07-10,1,2,2,65.0,0.009420289855072464,0.0004939847852686137,3,6,여름,236
TRAIN_1196,현장확인,18950.0,25.0,17.5,4.0,11.0,서향,1.0,1.0,가능,22.0,0,O55VW6U4R7,A플랫폼,2024-11-21,0,2,2,25.0,0.0013192612137203166,7.538635506973238e-05,5,6,가을,102
TRAIN_1197,현장확인,15900.0,74.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,7,G38pb6B9C7,C플랫폼,2024-10-11,0,2,2,81.0,0.005094339622641509,0.0002911051212938005,3,6,가을,143
TRAIN_1199,현장확인,9350.0,55.0,22.03,2.0,19.0,북향,1.0,1.0,가능,28.0,6,G52Iz8V2B9,F플랫폼,2024-11-26,0,3,2,61.0,0.006524064171122995,0.0002961445379538354,0,5,가을,97
TRAIN_1200,현장확인,15850.0,25.0,22.41,12.0,12.0,남향,1.0,1.0,가능,36.0,14,H90uE4C0W5,A플랫폼,2024-08-04,0,3,2,39.0,0.0024605678233438487,0.00010979776097027438,2,5,여름,211
TRAIN_1204,현장확인,7800.0,66.0,23.17,11.0,15.0,남동향,1.0,1.0,가능,14.0,0,G52Iz8V2B9,C플랫폼,2024-05-09,0,3,2,66.0,0.008461538461538461,0.00036519371866803886,0,5,봄,298
TRAIN_1205,현장확인,9550.0,60.0,19.37,2.0,2.0,서향,2.0,2.0,가능,13.0,5,G52Iz8V2B9,B플랫폼,2024-08-05,0,4,3,65.0,0.006806282722513089,0.00035138269088864677,0,1,여름,210
TRAIN_1206,현장확인,1300.0,40.0,33.79,7.0,12.0,동향,1.0,1.0,불가능,40.0,6,G52Iz8V2B9,C플랫폼,2024-02-19,0,1,2,46.0,0.03538461538461538,0.0010471919320691146,7,6,겨울,378
TRAIN_1207,서류확인,9800.0,6.0,17.5,3.0,6.0,동향,1.0,1.0,가능,5.0,0,J07Zn4B0R7,C플랫폼,2024-11-08,0,2,2,6.0,0.0006122448979591836,3.498542274052478e-05,5,6,가을,115
TRAIN_1211,현장확인,12250.0,58.0,27.36,4.0,10.0,서향,1.0,1.0,불가능,18.0,8,l84az9J6A2,C플랫폼,2024-10-14,0,3,2,66.0,0.005387755102040816,0.00019692087361260292,1,5,가을,140
TRAIN_1212,현장확인,15700.0,57.0,39.09,2.0,6.0,동향,2.0,1.0,가능,1.0,0,a15xR3G4V0,A플랫폼,2024-12-18,0,5,0,57.0,0.003630573248407643,9.287728954739429e-05,4,3,겨울,75
TRAIN_1214,전화확인,10100.0,57.0,17.5,6.0,9.0,서향,1.0,1.0,불가능,5.0,10,J52gJ2E4T6,C플랫폼,2024-03-28,1,2,2,67.0,0.0066336633663366335,0.00037906647807637905,3,6,봄,340
TRAIN_1215,현장확인,9250.0,27.0,17.5,6.0,11.0,남동향,1.0,1.0,가능,40.0,7,G52Iz8V2B9,A플랫폼,2024-02-28,0,2,2,34.0,0.0036756756756756758,0.00021003861003861005,3,6,겨울,369
