매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
현장확인,9850.0,15.0,17.5,4.0,17.0,남동향,1.0,1.0,가능,99.0,0,0,2,2,15.0,8.70195794053662e-05,5,6,겨울,68
현장확인,2900.0,13.0,24.43,2.0,13.0,남서향,1.0,1.0,불가능,48.0,10,0,3,2,23.0,0.00032464324530325915,0,5,가을,499
현장확인,35850.0,62.0,17.89,4.0,5.0,남향,2.0,2.0,불가능,26.0,7,0,4,3,69.0,0.00010758447135095691,2,1,여름,215
현장확인,40850.0,75.0,17.5,11.0,15.0,동향,1.0,1.0,가능,17.0,0,0,2,2,75.0,0.00010491344640671447,5,6,가을,118
현장확인,17750.0,73.0,28.65,2.0,9.0,남서향,2.0,1.0,가능,19.0,2,0,6,0,75.0,0.00014748174913354473,4,8,봄,362
현장확인,17500.0,17.0,39.67,5.0,6.0,북향,2.0,1.0,불가능,5.0,12,1,5,0,29.0,4.1773200331304694e-05,4,3,겨울,454
현장확인,1800.0,34.0,41.65,4.0,19.0,남향,1.0,1.0,불가능,36.0,4,0,1,2,38.0,0.0005068694144324397,8,9,봄,284
서류확인,9300.0,18.0,41.8,4.0,7.0,남동향,2.0,1.0,가능,17.0,0,0,5,0,18.0,4.630344188918043e-05,4,3,가을,180
현장확인,3150.0,39.0,17.5,4.0,21.0,서향,1.0,1.0,가능,166.0,11,1,2,2,50.0,0.0009070294784580498,8,6,여름,273
현장확인,15550.0,6.0,29.84,9.0,10.0,동향,2.0,1.0,가능,34.0,14,0,6,0,20.0,4.310233356033896e-05,4,8,겨울,89
현장확인,6900.0,56.0,19.07,3.0,4.0,동향,1.0,1.0,불가능,17.0,9,1,2,2,65.0,0.0004939847852686137,3,6,여름,236
현장확인,18950.0,25.0,17.5,4.0,11.0,서향,1.0,1.0,가능,22.0,0,0,2,2,25.0,7.538635506973238e-05,5,6,가을,102
현장확인,15900.0,74.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,7,0,2,2,81.0,0.0002911051212938005,3,6,가을,143
현장확인,9350.0,55.0,22.03,2.0,19.0,북향,1.0,1.0,가능,28.0,6,0,3,2,61.0,0.0002961445379538354,0,5,가을,97
현장확인,15850.0,25.0,22.41,12.0,12.0,남향,1.0,1.0,가능,36.0,14,0,3,2,39.0,0.00010979776097027438,2,5,여름,211
현장확인,7800.0,66.0,23.17,11.0,15.0,남동향,1.0,1.0,가능,14.0,0,0,3,2,66.0,0.00036519371866803886,0,5,봄,298
현장확인,9550.0,60.0,19.37,2.0,2.0,서향,2.0,2.0,가능,13.0,5,0,4,3,65.0,0.00035138269088864677,0,1,여름,210
현장확인,1300.0,40.0,33.79,7.0,12.0,동향,1.0,1.0,불가능,40.0,6,0,1,2,46.0,0.0010471919320691146,7,6,겨울,378
서류확인,9800.0,6.0,17.5,3.0,6.0,동향,1.0,1.0,가능,5.0,0,0,2,2,6.0,3.498542274052478e-05,5,6,가을,115
현장확인,12250.0,58.0,27.36,4.0,10.0,서향,1.0,1.0,불가능,18.0,8,0,3,2,66.0,0.00019692087361260292,1,5,가을,140
현장확인,15700.0,57.0,39.09,2.0,6.0,동향,2.0,1.0,가능,1.0,0,0,5,0,57.0,9.287728954739429e-05,4,3,겨울,75
전화확인,10100.0,57.0,17.5,6.0,9.0,서향,1.0,1.0,불가능,5.0,10,1,2,2,67.0,0.00037906647807637905,3,6,봄,340
현장확인,9250.0,27.0,17.5,6.0,11.0,남동향,1.0,1.0,가능,40.0,7,0,2,2,34.0,0.00021003861003861005,3,6,겨울,369
전화확인,9350.0,67.0,17.5,7.0,7.0,동향,1.0,1.0,가능,1.0,3,0,2,2,70.0,0.000427807486631016,3,6,가을,148
현장확인,34050.0,17.0,21.14,3.0,6.0,동향,1.0,1.0,가능,17.0,0,0,3,2,17.0,2.3617113794200473e-05,10,5,여름,197
전화확인,11400.0,29.0,26.4,2.0,3.0,동향,1.0,1.0,불가능,17.0,0,0,3,2,29.0,9.635832004253058e-05,2,5,가을,100
서류확인,1550.0,29.0,22.56,1.0,3.0,동향,1.0,1.0,불가능,30.0,9,0,3,2,38.0,0.0010867078471745598,8,5,가을,150
전화확인,2200.0,43.0,19.74,5.0,5.0,남향,1.0,1.0,불가능,18.0,10,0,2,2,53.0,0.00122041079487888,8,6,여름,260
현장확인,37250.0,24.0,17.94,8.0,8.0,남향,2.0,1.0,불가능,45.0,0,0,6,0,24.0,3.591389643330116e-05,4,8,겨울,368
현장확인,2450.0,37.0,25.44,2.0,3.0,북동향,1.0,1.0,가능,5.0,0,0,3,2,37.0,0.0005936336798870492,0,5,가을,183
서류확인,11150.0,16.0,36.77,6.0,7.0,남동향,2.0,1.0,가능,46.0,11,0,6,0,27.0,6.5855987589805e-05,4,8,봄,283
현장확인,32500.0,10.0,32.52,9.0,11.0,동향,1.0,1.0,가능,6.0,0,0,1,2,10.0,9.46163307786924e-06,5,10,봄,295
현장확인,1350.0,29.0,23.14,4.0,11.0,남서향,1.0,1.0,가능,8.0,6,0,3,2,35.0,0.001120394378821345,8,5,봄,321
현장확인,9550.0,42.0,22.59,2.0,3.0,서향,1.0,1.0,불가능,17.0,3,0,3,2,45.0,0.0002085897248701529,1,5,가을,147
서류확인,1800.0,24.0,17.5,2.0,13.0,동향,1.0,1.0,불가능,21.0,5,0,2,2,29.0,0.0009206349206349207,8,6,봄,288
현장확인,11200.0,13.0,19.8,4.0,8.0,서향,1.0,1.0,불가능,5.0,9,0,2,2,22.0,9.92063492063492e-05,5,6,겨울,89
현장확인,33950.0,45.0,31.77,4.0,7.0,남향,2.0,1.0,불가능,17.0,8,0,6,0,53.0,4.913815842234989e-05,4,8,가을,113
현장확인,33550.0,72.0,17.5,16.0,21.0,북향,1.0,1.0,가능,166.0,11,1,2,2,83.0,0.00014136682989142004,5,6,여름,275
현장확인,16500.0,36.0,28.52,5.0,5.0,동향,2.0,1.0,가능,17.0,0,1,6,0,36.0,7.650133877342854e-05,4,8,봄,358
현장확인,2250.0,48.0,30.1,7.0,21.0,서향,1.0,1.0,가능,28.0,11,0,1,2,59.0,0.0008711701734957549,8,9,여름,275
현장확인,35650.0,53.0,36.15,2.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,53.0,4.112520101881866e-05,4,8,겨울,61
현장확인,8200.0,63.0,33.05,3.0,4.0,동향,2.0,1.0,불가능,17.0,0,0,6,0,63.0,0.0002324637467252131,4,8,가을,123
전화확인,15950.0,7.0,21.19,3.0,5.0,북향,1.0,1.0,불가능,45.0,5,0,3,2,12.0,3.550500694566698e-05,10,5,겨울,416
서류확인,37400.0,68.0,26.25,3.0,7.0,남서향,1.0,1.0,가능,4.0,2,0,3,2,70.0,7.130124777183601e-05,2,5,가을,112
현장확인,34100.0,63.0,26.25,3.0,7.0,남향,1.0,1.0,가능,4.0,14,0,3,2,77.0,8.60215053763441e-05,2,5,가을,138
현장확인,40750.0,18.0,17.5,4.0,4.0,동향,2.0,1.0,불가능,48.0,1,0,6,0,19.0,2.66432953549518e-05,4,8,여름,252
현장확인,2150.0,18.0,17.5,9.0,10.0,서향,1.0,1.0,가능,16.0,8,1,2,2,26.0,0.0006910299003322259,8,6,가을,161
현장확인,17350.0,50.0,18.54,4.0,5.0,서향,1.0,1.0,불가능,2.0,13,1,2,2,63.0,0.00019585350158081755,5,6,겨울,419
현장확인,600.0,13.0,41.8,5.0,7.0,북향,2.0,1.0,불가능,8.0,13,1,5,0,26.0,0.0010366826156299842,6,3,겨울,437
현장확인,6900.0,27.0,21.72,2.0,2.0,동향,1.0,1.0,불가능,6.0,8,0,3,2,35.0,0.00023353884751915017,1,5,겨울,72
현장확인,2500.0,27.0,29.98,7.0,8.0,남향,2.0,1.0,가능,6.0,0,0,6,0,27.0,0.0003602401601067378,4,8,가을,108
현장확인,2800.0,72.0,28.76,15.0,19.0,북동향,1.0,1.0,불가능,38.0,12,0,1,2,84.0,0.001043115438108484,8,6,여름,266
현장확인,8850.0,16.0,27.51,6.0,7.0,남서향,2.0,1.0,가능,19.0,8,0,6,0,24.0,9.857740482659618e-05,4,8,가을,179
현장확인,1700.0,17.0,19.83,3.0,4.0,남서향,1.0,1.0,불가능,17.0,8,0,2,2,25.0,0.0007415976980807452,8,6,가을,162
현장확인,35900.0,14.0,25.58,4.0,7.0,동향,2.0,1.0,가능,4.0,8,0,6,0,22.0,2.3956738486064803e-05,4,8,겨울,39
현장확인,32950.0,56.0,22.91,5.0,19.0,남향,1.0,1.0,가능,44.0,5,0,3,2,61.0,8.080706386208751e-05,2,5,가을,154
현장확인,3250.0,46.0,19.08,2.0,7.0,동향,1.0,1.0,가능,6.0,0,0,2,2,46.0,0.0007418158361554588,8,6,가을,165
현장확인,11650.0,48.0,25.29,6.0,19.0,동향,2.0,2.0,가능,47.0,0,0,4,3,48.0,0.000162917029411615,1,1,겨울,392
현장확인,1900.0,63.0,46.41,4.0,6.0,동향,2.0,1.0,가능,10.0,0,0,5,0,63.0,0.000714455822814956,6,3,가을,141
현장확인,10500.0,16.0,17.5,12.0,20.0,동향,1.0,1.0,가능,4.0,0,0,2,2,16.0,8.70748299319728e-05,5,6,여름,185
서류확인,1400.0,7.0,29.98,7.0,8.0,남향,2.0,1.0,가능,17.0,1,0,6,0,8.0,0.0001906032593157343,4,8,겨울,87
현장확인,1050.0,61.0,19.83,2.0,3.0,동향,1.0,1.0,불가능,17.0,0,0,2,2,61.0,0.0029296640491799347,9,6,가을,164
현장확인,18150.0,35.0,26.44,2.0,3.0,동향,2.0,1.0,불가능,17.0,3,0,6,0,38.0,7.918547321655559e-05,4,8,가을,168
전화확인,11000.0,6.0,35.98,17.0,21.0,남향,1.0,1.0,불가능,10.0,8,0,1,2,14.0,3.537318712415989e-05,5,10,봄,357
현장확인,14250.0,12.0,34.29,2.0,5.0,남서향,1.0,1.0,불가능,45.0,0,0,1,2,12.0,2.45583337170573e-05,5,10,겨울,435
현장확인,7550.0,32.0,24.01,4.0,10.0,남서향,2.0,1.0,가능,8.0,20,1,6,0,52.0,0.00028685619402511644,4,8,여름,250
서류확인,1700.0,56.0,17.5,14.0,14.0,남동향,1.0,1.0,가능,104.0,2,0,2,2,58.0,0.0019495798319327732,7,6,가을,165
현장확인,9700.0,13.0,26.09,4.0,17.0,남동향,1.0,1.0,불가능,37.0,5,0,3,2,18.0,7.112572261758465e-05,2,5,가을,160
현장확인,36650.0,29.0,17.5,7.0,9.0,북향,1.0,1.0,가능,8.0,3,0,2,2,32.0,4.989280841941142e-05,5,6,겨울,373
현장확인,33950.0,31.0,22.75,9.0,9.0,서향,1.0,1.0,불가능,17.0,0,0,3,2,31.0,4.013659389211672e-05,10,5,겨울,54
서류확인,2600.0,34.0,30.63,9.0,16.0,남향,1.0,1.0,가능,20.0,0,0,1,2,34.0,0.00042693186669680305,3,10,봄,361
현장확인,19450.0,57.0,24.79,2.0,4.0,남동향,1.0,1.0,불가능,38.0,1,0,3,2,58.0,0.00012029064709109218,2,5,봄,2
현장확인,8400.0,29.0,17.5,3.0,5.0,남향,1.0,1.0,불가능,1.0,5,0,2,2,34.0,0.0002312925170068027,3,6,겨울,70
현장확인,38800.0,43.0,22.8,3.0,14.0,동향,1.0,1.0,불가능,16.0,9,0,3,2,52.0,5.878097305118466e-05,2,5,봄,292
현장확인,9850.0,23.0,18.87,9.0,16.0,동향,1.0,1.0,가능,54.0,10,0,2,2,33.0,0.00017754392194523576,5,6,가을,157
현장확인,10500.0,61.0,17.5,11.0,13.0,남동향,1.0,1.0,불가능,14.0,5,0,2,2,66.0,0.0003591836734693878,3,6,가을,512
전화확인,600.0,74.0,34.52,15.0,19.0,동향,1.0,1.0,가능,41.0,0,0,1,2,74.0,0.0035728080339899573,9,6,겨울,50
현장확인,1950.0,71.0,18.24,4.0,4.0,남동향,1.0,1.0,가능,2.0,3,0,2,2,74.0,0.0020805218173639227,7,6,겨울,87
현장확인,950.0,46.0,28.59,18.0,19.0,동향,1.0,1.0,가능,45.0,4,0,1,2,50.0,0.0018409086725207561,7,6,여름,272
현장확인,32800.0,49.0,43.12,6.0,14.0,남서향,1.0,1.0,불가능,16.0,3,0,1,2,52.0,3.676636951898276e-05,5,10,봄,355
전화확인,18450.0,57.0,30.4,11.0,11.0,남향,1.0,1.0,가능,24.0,1,0,1,2,58.0,0.00010340892882613037,5,10,겨울,39
현장확인,11900.0,10.0,17.5,6.0,17.0,남향,2.0,1.0,가능,99.0,0,0,6,0,10.0,4.8019207683073235e-05,4,8,가을,123
서류확인,1350.0,43.0,17.5,8.0,9.0,북서향,1.0,1.0,가능,4.0,20,0,2,2,63.0,0.0026666666666666666,9,6,가을,116
현장확인,1800.0,0.0,17.5,4.0,17.0,남동향,1.0,1.0,가능,99.0,0,1,2,2,0.0,0.0,5,6,봄,291
현장확인,19600.0,9.0,30.87,2.0,11.0,서향,1.0,1.0,불가능,15.0,12,0,1,2,21.0,3.470776065528252e-05,5,10,가을,491
현장확인,1250.0,45.0,31.09,7.0,9.0,동향,1.0,1.0,가능,38.0,6,0,1,2,51.0,0.0013123190736571246,7,6,겨울,15
현장확인,10250.0,13.0,31.4,4.0,10.0,동향,1.0,1.0,불가능,4.0,11,0,1,2,24.0,7.456889855522759e-05,5,10,봄,367
현장확인,8900.0,44.0,18.9,5.0,6.0,남서향,1.0,1.0,불가능,17.0,7,0,2,2,51.0,0.0003031924380238987,3,6,가을,166
전화확인,18750.0,11.0,45.14,12.0,13.0,동향,1.0,1.0,불가능,50.0,10,0,1,2,21.0,2.481169694284448e-05,5,10,봄,332
현장확인,14600.0,10.0,29.7,5.0,6.0,남향,2.0,1.0,가능,17.0,1,0,6,0,11.0,2.536783358701167e-05,4,8,가을,146
현장확인,18400.0,49.0,34.64,1.0,4.0,서향,1.0,1.0,가능,18.0,11,0,1,2,60.0,9.413595742544431e-05,5,10,겨울,446
서류확인,11800.0,30.0,39.15,14.0,17.0,남동향,1.0,1.0,불가능,43.0,9,0,1,2,39.0,8.442106630300669e-05,5,10,겨울,86
현장확인,14250.0,20.0,40.31,4.0,6.0,남향,2.0,1.0,가능,26.0,0,0,5,0,20.0,3.481788072264511e-05,4,3,가을,173
전화확인,18550.0,10.0,29.7,5.0,5.0,남동향,1.0,1.0,불가능,17.0,0,1,1,2,10.0,1.8150961547187966e-05,5,10,봄,330
현장확인,10950.0,44.0,25.56,7.0,10.0,동향,2.0,1.0,가능,32.0,7,0,6,0,51.0,0.00018221964970952043,4,8,여름,209
전화확인,15050.0,30.0,21.49,4.0,7.0,서향,2.0,2.0,불가능,38.0,18,0,4,3,48.0,0.00014841176225054072,1,1,가을,521
현장확인,2500.0,69.0,26.57,8.0,15.0,남향,1.0,1.0,가능,18.0,10,0,3,2,79.0,0.0011893112532931878,7,5,가을,483
현장확인,18550.0,65.0,25.25,5.0,10.0,서향,1.0,1.0,불가능,35.0,3,0,3,2,68.0,0.0001451789383790131,1,5,가을,177
현장확인,33800.0,36.0,40.31,3.0,6.0,남향,2.0,1.0,가능,26.0,0,0,5,0,36.0,2.6422444986267664e-05,4,3,가을,142
현장확인,34100.0,65.0,29.56,4.0,6.0,남향,1.0,1.0,가능,18.0,3,0,1,2,68.0,6.746058516105223e-05,5,10,가을,466
현장확인,17900.0,19.0,22.2,4.0,8.0,남서향,1.0,1.0,가능,3.0,8,0,3,2,27.0,6.794504001207913e-05,2,5,겨울,77
현장확인,37050.0,46.0,19.1,6.0,9.0,남향,1.0,1.0,불가능,4.0,17,1,2,2,63.0,8.902643237170655e-05,5,6,여름,240
현장확인,2300.0,63.0,33.96,10.0,18.0,남동향,1.0,1.0,가능,24.0,8,0,1,2,71.0,0.0009089977979208275,8,6,겨울,400
현장확인,1550.0,36.0,36.84,20.0,21.0,남서향,1.0,1.0,불가능,45.0,3,0,1,2,39.0,0.0006829883366607124,8,9,가을,109
현장확인,9400.0,55.0,29.92,4.0,7.0,북향,2.0,1.0,가능,6.0,5,1,6,0,60.0,0.00021333485038115823,4,8,봄,364
현장확인,14250.0,65.0,31.84,2.0,3.0,남향,1.0,1.0,가능,18.0,5,0,1,2,70.0,0.00015428017279379354,5,10,여름,225
전화확인,37250.0,56.0,49.5,3.0,4.0,북동향,2.0,1.0,가능,4.0,0,0,5,0,56.0,3.0370822317131044e-05,4,3,가을,137
전화확인,2950.0,19.0,33.3,7.0,7.0,남향,1.0,1.0,가능,49.0,3,0,1,2,22.0,0.00022395276632564771,3,10,가을,472
현장확인,8000.0,58.0,18.24,4.0,4.0,남동향,1.0,1.0,가능,2.0,10,0,2,2,68.0,0.00046600877192982465,3,6,겨울,76
서류확인,32500.0,39.0,17.5,5.0,6.0,남서향,1.0,1.0,불가능,17.0,8,0,2,2,47.0,8.263736263736263e-05,5,6,가을,152
현장확인,950.0,54.0,19.91,1.0,7.0,동향,1.0,1.0,불가능,34.0,5,0,2,2,59.0,0.003119300007930424,9,6,여름,257
현장확인,7600.0,70.0,24.46,9.0,18.0,남향,1.0,1.0,불가능,21.0,5,0,3,2,75.0,0.00040345139217627055,0,5,여름,210
현장확인,19150.0,66.0,29.89,4.0,6.0,남동향,2.0,1.0,가능,8.0,0,0,6,0,66.0,0.00011530529260028284,4,8,겨울,73
전화확인,16050.0,11.0,42.32,4.0,14.0,동향,1.0,1.0,가능,7.0,0,0,1,2,11.0,1.6194665771543325e-05,5,10,겨울,405
현장확인,15200.0,33.0,20.15,16.0,18.0,동향,1.0,1.0,불가능,34.0,5,0,2,2,38.0,0.00012406947890818859,5,6,가을,148
현장확인,16600.0,50.0,27.16,5.0,8.0,남향,1.0,1.0,불가능,15.0,20,0,3,2,70.0,0.00015526021612222084,1,5,가을,480
현장확인,16150.0,66.0,25.18,2.0,4.0,서향,2.0,2.0,불가능,15.0,6,0,4,3,72.0,0.00017705338897400019,1,1,여름,260
전화확인,700.0,5.0,36.84,3.0,3.0,남향,2.0,1.0,불가능,17.0,0,1,6,0,5.0,0.00019388863037071504,4,8,봄,339
전화확인,2750.0,45.0,39.67,5.0,6.0,동향,2.0,1.0,가능,5.0,6,0,5,0,51.0,0.0004674931823910901,6,3,겨울,24
전화확인,2800.0,41.0,26.16,1.0,3.0,남동향,1.0,1.0,불가능,44.0,0,0,3,2,41.0,0.000559742245522062,0,5,가을,534
전화확인,38350.0,15.0,21.49,2.0,5.0,북향,1.0,1.0,가능,7.0,20,0,3,2,35.0,4.246843533543694e-05,10,5,겨울,39
현장확인,8000.0,14.0,22.7,3.0,8.0,북동향,1.0,1.0,가능,4.0,7,0,3,2,21.0,0.0001156387665198238,2,5,가을,127
현장확인,16850.0,57.0,21.82,16.0,20.0,동향,1.0,1.0,가능,37.0,8,0,3,2,65.0,0.00017679041088811343,1,5,겨울,27
현장확인,12350.0,13.0,37.96,6.0,21.0,북향,1.0,1.0,가능,43.0,12,0,1,2,25.0,5.332696253887536e-05,5,10,겨울,421
현장확인,34050.0,66.0,37.85,4.0,9.0,동향,2.0,1.0,가능,3.0,10,1,6,0,76.0,5.896992727688902e-05,4,8,겨울,381
현장확인,10600.0,33.0,18.99,4.0,19.0,남서향,2.0,1.0,불가능,8.0,1,0,6,0,34.0,0.00016890717060617804,4,8,봄,325
현장확인,8300.0,74.0,19.68,4.0,6.0,북동향,1.0,1.0,가능,8.0,2,0,2,2,76.0,0.0004652757370947204,3,6,가을,170
서류확인,2100.0,9.0,40.89,6.0,6.0,동향,1.0,1.0,가능,11.0,9,0,1,2,18.0,0.0002096216329525207,3,10,가을,144
서류확인,9300.0,60.0,35.39,4.0,7.0,서향,2.0,1.0,가능,4.0,0,1,6,0,60.0,0.0001823004493706077,4,8,봄,305
서류확인,14600.0,41.0,21.81,2.0,17.0,동향,1.0,1.0,불가능,30.0,3,0,3,2,44.0,0.0001381796712580003,1,5,봄,354
현장확인,1550.0,51.0,23.14,2.0,3.0,동향,1.0,1.0,가능,1.0,2,0,3,2,53.0,0.0014776814341874145,7,5,가을,168
서류확인,16150.0,38.0,19.83,3.0,4.0,서향,1.0,1.0,불가능,17.0,8,0,2,2,46.0,0.00014363576468090223,5,6,가을,156
서류확인,13650.0,64.0,19.83,7.0,7.0,남서향,1.0,1.0,가능,3.0,5,0,2,2,69.0,0.00025491402193368915,3,6,가을,131
현장확인,11200.0,14.0,24.62,3.0,9.0,남서향,1.0,1.0,가능,10.0,0,0,3,2,14.0,5.077173030056864e-05,10,5,가을,153
현장확인,19150.0,16.0,17.5,4.0,16.0,남향,1.0,1.0,불가능,17.0,9,0,2,2,25.0,7.459903021260723e-05,5,6,가을,170
전화확인,33950.0,58.0,19.29,4.0,14.0,남향,1.0,1.0,가능,2.0,4,0,2,2,62.0,9.467159264340647e-05,5,6,겨울,435
현장확인,37300.0,10.0,38.59,3.0,6.0,남동향,2.0,1.0,가능,4.0,9,0,5,0,19.0,1.3199880228455188e-05,4,3,가을,133
서류확인,33650.0,74.0,34.45,6.0,6.0,동향,1.0,1.0,가능,17.0,0,0,1,2,74.0,6.383478866587448e-05,5,10,가을,122
서류확인,40650.0,45.0,46.35,5.0,6.0,남향,2.0,1.0,가능,26.0,0,1,5,0,45.0,2.3883733982970897e-05,4,3,봄,329
전화확인,12700.0,62.0,19.83,4.0,4.0,남향,1.0,1.0,불가능,17.0,0,0,2,2,62.0,0.00024618707835499386,3,6,가을,112
전화확인,17700.0,16.0,34.77,16.0,18.0,북서향,1.0,1.0,가능,38.0,5,0,1,2,21.0,3.412253891188098e-05,5,10,가을,97
현장확인,950.0,67.0,43.54,3.0,7.0,남향,2.0,1.0,가능,1.0,14,0,5,0,81.0,0.0019582718855015355,9,4,가을,106
현장확인,16050.0,63.0,36.08,11.0,11.0,북동향,1.0,1.0,가능,49.0,7,0,1,2,70.0,0.00012088056309620021,5,10,겨울,435
전화확인,1200.0,16.0,17.5,5.0,19.0,동향,2.0,2.0,불가능,11.0,0,0,4,3,16.0,0.0007619047619047619,0,1,가을,142
서류확인,34750.0,11.0,30.8,2.0,6.0,남동향,1.0,1.0,가능,3.0,0,0,1,2,11.0,1.0277492291880782e-05,5,10,겨울,85
현장확인,1850.0,34.0,17.5,4.0,11.0,남동향,1.0,1.0,가능,44.0,5,0,2,2,39.0,0.0012046332046332046,8,6,봄,290
서류확인,14900.0,49.0,29.59,2.0,2.0,서향,1.0,1.0,가능,28.0,7,0,1,2,56.0,0.00012701552084302015,5,10,가을,123
현장확인,10950.0,62.0,31.33,17.0,20.0,남향,1.0,1.0,불가능,16.0,3,0,1,2,65.0,0.0001894692965005021,3,10,봄,282
현장확인,39950.0,71.0,23.1,3.0,4.0,남동향,1.0,1.0,불가능,1.0,6,0,3,2,77.0,8.343763037129745e-05,2,5,가을,155
현장확인,2050.0,75.0,18.4,2.0,6.0,동향,1.0,1.0,가능,17.0,7,0,2,2,82.0,0.002173913043478261,7,6,가을,103
현장확인,2600.0,26.0,19.81,8.0,8.0,동향,1.0,1.0,가능,5.0,9,0,2,2,35.0,0.0006795324816526231,8,6,가을,133
현장확인,3150.0,58.0,27.33,5.0,6.0,남향,1.0,1.0,불가능,29.0,1,0,3,2,59.0,0.0006853332868700596,8,5,여름,214
현장확인,40850.0,46.0,33.7,4.0,6.0,동향,2.0,1.0,불가능,34.0,5,0,6,0,51.0,3.7046587900293826e-05,4,8,겨울,442
현장확인,14000.0,74.0,24.01,4.0,10.0,남서향,2.0,1.0,가능,8.0,6,0,6,0,80.0,0.00023799607306479442,4,8,가을,173
전화확인,39750.0,1.0,28.87,9.0,19.0,북서향,2.0,2.0,불가능,34.0,0,0,4,1,1.0,8.713970455283171e-07,10,2,가을,161
전화확인,8650.0,2.0,17.5,5.0,15.0,남향,1.0,1.0,가능,36.0,0,0,2,2,2.0,1.3212221304706853e-05,5,6,가을,179
현장확인,18900.0,43.0,41.2,3.0,8.0,동향,1.0,1.0,가능,5.0,0,0,1,2,43.0,5.5221657163404733e-05,5,10,가을,132
현장확인,14100.0,43.0,44.5,8.0,11.0,서향,1.0,1.0,불가능,19.0,4,0,1,2,47.0,7.49063670411985e-05,5,10,겨울,70
현장확인,18100.0,24.0,28.39,9.0,13.0,남향,2.0,1.0,불가능,25.0,9,0,6,0,33.0,6.421995138744286e-05,4,8,봄,291
현장확인,37300.0,23.0,17.5,5.0,6.0,북향,1.0,1.0,가능,6.0,12,0,2,2,35.0,5.3619302949061666e-05,5,6,겨울,36
현장확인,19150.0,24.0,41.88,4.0,3.0,동향,2.0,1.0,불가능,17.0,0,0,5,0,24.0,2.9925112406203475e-05,4,3,겨울,73
서류확인,2400.0,62.0,19.83,4.0,6.0,동향,1.0,1.0,불가능,17.0,5,0,2,2,67.0,0.001407799630189948,7,6,가을,150
현장확인,38950.0,36.0,17.5,7.0,7.0,남동향,1.0,1.0,가능,1.0,12,0,2,2,48.0,7.041995231982396e-05,5,6,겨울,85
현장확인,32950.0,41.0,17.5,7.0,11.0,북향,1.0,1.0,불가능,2.0,7,0,2,2,48.0,8.324300888792542e-05,5,6,여름,257
현장확인,1150.0,36.0,22.96,3.0,11.0,남향,1.0,1.0,가능,18.0,7,0,3,2,43.0,0.0016285411301317982,7,5,겨울,448
서류확인,9000.0,57.0,28.2,12.0,12.0,남동향,1.0,1.0,불가능,20.0,8,0,3,2,65.0,0.000256107171000788,0,5,겨울,435
서류확인,10300.0,62.0,42.98,3.0,5.0,서향,2.0,1.0,가능,4.0,3,0,5,0,65.0,0.00014682828319335703,4,3,가을,137
현장확인,17750.0,15.0,29.19,12.0,17.0,북서향,1.0,1.0,가능,38.0,9,0,1,2,24.0,4.632109201974436e-05,5,10,겨울,69
현장확인,14350.0,52.0,26.45,2.0,3.0,서향,1.0,1.0,불가능,17.0,3,0,3,2,55.0,0.00014490558084084758,1,5,겨울,70
현장확인,1100.0,74.0,35.93,2.0,4.0,남향,2.0,1.0,불가능,17.0,8,1,6,0,82.0,0.002074741289881841,9,4,여름,243
서류확인,32550.0,43.0,17.5,7.0,7.0,서향,1.0,1.0,가능,4.0,17,0,2,2,60.0,0.0001053324555628703,5,6,가을,101
현장확인,36750.0,43.0,26.76,19.0,21.0,서향,1.0,1.0,불가능,48.0,0,0,3,2,43.0,4.3724515217148144e-05,10,5,가을,94
현장확인,15600.0,4.0,17.5,12.0,18.0,남향,2.0,1.0,불가능,31.0,11,0,6,0,15.0,5.4945054945054945e-05,4,8,가을,506
현장확인,8250.0,17.0,32.59,3.0,9.0,남서향,1.0,1.0,가능,15.0,12,0,1,2,29.0,0.00010785981942778505,5,10,가을,147
현장확인,750.0,15.0,17.5,4.0,16.0,동향,1.0,1.0,가능,34.0,9,0,2,2,24.0,0.0018285714285714285,7,6,겨울,32
전화확인,9950.0,67.0,26.92,1.0,2.0,남향,1.0,1.0,불가능,13.0,0,0,3,2,67.0,0.0002501362682655476,0,5,여름,208
현장확인,14700.0,39.0,38.18,8.0,19.0,서향,1.0,1.0,가능,34.0,3,0,1,2,42.0,7.483349547257353e-05,5,10,봄,350
현장확인,14150.0,12.0,29.05,3.0,8.0,북동향,1.0,1.0,가능,37.0,0,0,1,2,12.0,2.919299611368239e-05,5,10,가을,126
현장확인,18200.0,16.0,32.59,3.0,9.0,남동향,2.0,1.0,가능,9.0,14,0,6,0,30.0,5.0578448860130355e-05,4,8,가을,164
서류확인,10600.0,1.0,17.5,1.0,2.0,남서향,1.0,1.0,가능,14.0,10,0,2,2,11.0,5.9299191374663074e-05,5,6,봄,306
현장확인,8500.0,58.0,22.8,6.0,9.0,동향,1.0,1.0,불가능,37.0,1,0,3,2,59.0,0.000304437564499484,0,5,가을,469
